ID, Font, Prediction, Actual, Confidence, Pass/Fail
5229, Roboto, E, E, 1.000, PASS
5230, Roboto, F, F, 1.000, PASS
5231, Roboto, G, G, 1.000, PASS
5232, Roboto, H, H, 1.000, PASS
5233, Roboto, I, I, 0.959, PASS
5234, Roboto, J, J, 1.000, PASS
5235, Roboto, K, K, 1.000, PASS
5236, Roboto, L, L, 1.000, PASS
5237, Roboto, M, M, 0.971, PASS
5238, Roboto, N, N, 1.000, PASS
5239, Roboto, O, O, 0.999, PASS
5240, Roboto, P, P, 1.000, PASS
5241, Roboto, Q, Q, 1.000, PASS
5242, Roboto, R, R, 0.995, PASS
5243, Roboto, S, S, 0.941, PASS
5244, Roboto, T, T, 1.000, PASS
5245, Roboto, U, U, 1.000, PASS
5246, Roboto, V, V, 1.000, PASS
5247, Roboto, W, W, 1.000, PASS
5248, Roboto, X, X, 1.000, PASS
5249, Roboto, Y, Y, 0.993, PASS
5250, Roboto, Z, Z, 1.000, PASS
5251, Roboto, a, a, 0.998, PASS
5252, Roboto, b, b, 1.000, PASS
5253, Roboto, c, c, 1.000, PASS
5254, Roboto, d, d, 1.000, PASS
5255, Roboto, e, e, 1.000, PASS
5256, Roboto, f, f, 0.999, PASS
5257, Roboto, g, g, 1.000, PASS
5258, Roboto, h, h, 1.000, PASS
5259, Roboto, i, i, 1.000, PASS
5260, Roboto, j, j, 1.000, PASS
5261, Roboto, k, k, 1.000, PASS
5262, Roboto, l, l, 0.917, PASS
5263, Roboto, m, m, 0.957, PASS
5264, Roboto, n, n, 1.000, PASS
5265, Roboto, o, o, 1.000, PASS
5266, Roboto, p, p, 1.000, PASS
5267, Roboto, q, q, 1.000, PASS
5268, Roboto, r, r, 1.000, PASS
5269, Roboto, s, s, 1.000, PASS
5270, Roboto, t, t, 1.000, PASS
5271, Roboto, u, u, 1.000, PASS
5272, Roboto, v, v, 1.000, PASS
5273, Roboto, w, w, 1.000, PASS
5274, Roboto, x, x, 1.000, PASS
5275, Roboto, y, y, 1.000, PASS
5276, Roboto, z, z, 1.000, PASS
5277, Roboto, !, !, 1.000, PASS
5278, Roboto, #, #, 1.000, PASS
5279, Roboto, $, $, 1.000, PASS
5280, Roboto, %, %, 1.000, PASS
5281, Roboto, &, &, 1.000, PASS
5282, Roboto, *, *, 1.000, PASS
5283, Roboto, +, +, 1.000, PASS
5284, Roboto, -, -, 1.000, PASS
5285, Roboto, 0, 0, 1.000, PASS
5286, Roboto, 1, 1, 1.000, PASS
5287, Roboto, 2, 2, 1.000, PASS
5288, Roboto, 3, 3, 1.000, PASS
5289, Roboto, 4, 4, 1.000, PASS
5290, Roboto, 5, 5, 1.000, PASS
5291, Roboto, 6, 6, 1.000, PASS
5292, Roboto, 7, 7, 1.000, PASS
5293, Roboto, 8, 8, 1.000, PASS
5294, Roboto, 9, 9, 1.000, PASS
5295, Roboto, <, <, 1.000, PASS
5296, Roboto, >, >, 1.000, PASS
5297, Roboto, ?, ?, 1.000, PASS
5298, Roboto, @, @, 1.000, PASS
5299, Roboto, A, A, 1.000, PASS
5300, Roboto, B, B, 1.000, PASS
5301, Roboto, C, C, 1.000, PASS
5302, Roboto, D, D, 1.000, PASS
5303, Roboto, E, E, 1.000, PASS
5304, Roboto, F, F, 1.000, PASS
5305, Roboto, G, G, 1.000, PASS
5306, Roboto, H, H, 1.000, PASS
5307, Roboto, I, I, 0.985, PASS
5308, Roboto, J, J, 1.000, PASS
5309, Roboto, K, K, 1.000, PASS
5310, Roboto, L, L, 1.000, PASS
5311, Roboto, M, M, 1.000, PASS
5312, Roboto, N, N, 1.000, PASS
5313, Roboto, O, O, 0.991, PASS
5314, Roboto, P, P, 1.000, PASS
5315, Roboto, Q, Q, 1.000, PASS
5316, Roboto, R, R, 0.997, PASS
5317, Roboto, S, S, 0.947, PASS
5318, Roboto, T, T, 1.000, PASS
5319, Roboto, U, U, 1.000, PASS
5320, Roboto, V, V, 0.999, PASS
5321, Roboto, W, W, 1.000, PASS
5322, Roboto, X, X, 1.000, PASS
5323, Roboto, Y, Y, 0.956, PASS
5324, Roboto, Z, Z, 1.000, PASS
5325, Roboto, a, a, 1.000, PASS
5326, Roboto, b, b, 0.996, PASS
5327, Roboto, c, c, 1.000, PASS
5328, Roboto, d, d, 0.974, PASS
5329, Roboto, e, e, 1.000, PASS
5330, Roboto, f, f, 1.000, PASS
5331, Roboto, g, g, 1.000, PASS
5332, Roboto, h, h, 0.999, PASS
5333, Roboto, i, i, 1.000, PASS
5334, Roboto, j, j, 1.000, PASS
5335, Roboto, k, k, 1.000, PASS
5336, Roboto, l, l, 0.948, PASS
5337, Roboto, m, m, 1.000, PASS
5338, Roboto, n, n, 0.999, PASS
5339, Roboto, o, o, 1.000, PASS
5340, Roboto, p, p, 1.000, PASS
5341, Roboto, q, q, 1.000, PASS
5342, Roboto, r, r, 1.000, PASS
5343, Roboto, s, s, 1.000, PASS
5344, Roboto, t, t, 1.000, PASS
5345, Roboto, u, u, 1.000, PASS
5346, Roboto, v, v, 1.000, PASS
5347, Roboto, w, w, 1.000, PASS
5348, Roboto, x, x, 1.000, PASS
5349, Roboto, y, y, 1.000, PASS
5350, Roboto, z, z, 1.000, PASS
5351, Roboto, !, !, 1.000, PASS
5352, Roboto, #, #, 1.000, PASS
5353, Roboto, $, $, 1.000, PASS
5354, Roboto, %, %, 1.000, PASS
5355, Roboto, &, &, 1.000, PASS
5356, Roboto, *, *, 1.000, PASS
5357, Roboto, +, +, 1.000, PASS
5358, Roboto, -, -, 1.000, PASS
5359, Roboto, 0, 0, 1.000, PASS
5360, Roboto, 1, 1, 0.989, PASS
5361, Roboto, 2, 2, 1.000, PASS
5362, Roboto, 3, 3, 1.000, PASS
5363, Roboto, 4, 4, 1.000, PASS
5364, Roboto, 5, 5, 1.000, PASS
5365, Roboto, 6, 6, 0.990, PASS
5366, Roboto, 7, 7, 1.000, PASS
5367, Roboto, 8, 8, 1.000, PASS
5368, Roboto, 9, 9, 1.000, PASS
5369, Roboto, <, <, 1.000, PASS
5370, Roboto, >, >, 1.000, PASS
5371, Roboto, ?, ?, 1.000, PASS
5372, Roboto, @, @, 1.000, PASS
5373, Roboto, A, A, 1.000, PASS
5374, Roboto, B, B, 1.000, PASS
5375, Roboto, C, C, 1.000, PASS
5376, Roboto, D, D, 1.000, PASS
5377, Roboto, E, E, 1.000, PASS
5378, Roboto, F, F, 1.000, PASS
5379, Roboto, G, G, 1.000, PASS
5380, Roboto, H, H, 1.000, PASS
5381, Roboto, I, I, 0.944, PASS
5382, Roboto, J, J, 1.000, PASS
5383, Roboto, K, K, 1.000, PASS
5384, Roboto, L, L, 1.000, PASS
5385, Roboto, M, M, 0.625, PASS
5386, Roboto, N, N, 1.000, PASS
5387, Roboto, O, O, 1.000, PASS
5388, Roboto, P, P, 1.000, PASS
5389, Roboto, Q, Q, 1.000, PASS
5390, Roboto, R, R, 0.994, PASS
5391, Roboto, S, S, 0.948, PASS
5392, Roboto, T, T, 1.000, PASS
5393, Roboto, U, U, 1.000, PASS
5394, Roboto, V, V, 1.000, PASS
5395, Roboto, W, W, 1.000, PASS
5396, Roboto, X, X, 1.000, PASS
5397, Roboto, Y, Y, 0.965, PASS
5398, Roboto, Z, Z, 1.000, PASS
5399, Roboto, a, a, 1.000, PASS
5400, Roboto, b, b, 0.999, PASS
5401, Roboto, c, c, 1.000, PASS
5402, Roboto, d, d, 1.000, PASS
5403, Roboto, e, e, 1.000, PASS
5404, Roboto, f, f, 0.998, PASS
5405, Roboto, g, g, 1.000, PASS
5406, Roboto, h, h, 1.000, PASS
5407, Roboto, i, i, 1.000, PASS
5408, Roboto, j, j, 1.000, PASS
5409, Roboto, k, k, 1.000, PASS
5410, Roboto, l, l, 0.917, PASS
5411, Roboto, m, m, 0.999, PASS
5412, Roboto, n, n, 1.000, PASS
5413, Roboto, o, o, 1.000, PASS
5414, Roboto, p, p, 1.000, PASS
5415, Roboto, q, q, 1.000, PASS
5416, Roboto, r, r, 1.000, PASS
5417, Roboto, s, s, 1.000, PASS
5418, Roboto, t, t, 0.999, PASS
5419, Roboto, u, u, 1.000, PASS
5420, Roboto, v, v, 1.000, PASS
5421, Roboto, w, w, 1.000, PASS
5422, Roboto, x, x, 1.000, PASS
5423, Roboto, y, y, 1.000, PASS
5424, Roboto, z, z, 1.000, PASS
5425, Roboto, !, !, 1.000, PASS
5426, Roboto, #, #, 0.993, PASS
5427, Roboto, $, $, 1.000, PASS
5428, Roboto, %, %, 1.000, PASS
5429, Roboto, &, &, 1.000, PASS
5430, Roboto, *, *, 1.000, PASS
5431, Roboto, +, +, 1.000, PASS
5432, Roboto, -, -, 1.000, PASS
5433, Roboto, 0, 0, 1.000, PASS
5434, Roboto, 1, 1, 1.000, PASS
5435, Roboto, 2, 2, 1.000, PASS
5436, Roboto, 3, 3, 1.000, PASS
5437, Roboto, 4, 4, 1.000, PASS
5438, Roboto, 5, 5, 1.000, PASS
5439, Roboto, 6, 6, 1.000, PASS
5440, Roboto, 7, 7, 1.000, PASS
5441, Roboto, 8, 8, 1.000, PASS
5442, Roboto, 9, 9, 1.000, PASS
5443, Roboto, <, <, 1.000, PASS
5444, Roboto, >, >, 1.000, PASS
5445, Roboto, ?, ?, 1.000, PASS
5446, Roboto, @, @, 1.000, PASS
5447, Roboto, A, A, 1.000, PASS
5448, Roboto, B, B, 1.000, PASS
5449, Roboto, C, C, 1.000, PASS
5450, Roboto, D, D, 1.000, PASS
5451, Roboto, E, E, 1.000, PASS
5452, Roboto, F, F, 1.000, PASS
5453, Roboto, G, G, 1.000, PASS
5454, Roboto, H, H, 1.000, PASS
5455, Roboto, I, I, 0.985, PASS
5456, Roboto, J, J, 1.000, PASS
5457, Roboto, K, K, 1.000, PASS
5458, Roboto, L, L, 1.000, PASS
5459, Roboto, M, M, 1.000, PASS
5460, Roboto, N, N, 1.000, PASS
5461, Roboto, O, O, 0.990, PASS
5462, Roboto, P, P, 1.000, PASS
5463, Roboto, Q, Q, 1.000, PASS
5464, Roboto, R, R, 0.999, PASS
5465, Roboto, S, S, 0.715, PASS
5466, Roboto, T, T, 1.000, PASS
5467, Roboto, U, U, 0.994, PASS
5468, Roboto, V, V, 0.997, PASS
5469, Roboto, W, W, 1.000, PASS
5470, Roboto, X, X, 1.000, PASS
5471, Roboto, Y, Y, 0.992, PASS
5472, Roboto, Z, Z, 1.000, PASS
5473, Roboto, a, a, 0.999, PASS
5474, Roboto, b, b, 0.994, PASS
5475, Roboto, c, c, 1.000, PASS
5476, Roboto, d, d, 1.000, PASS
5477, Roboto, e, e, 0.883, PASS
5478, Roboto, f, f, 1.000, PASS
5479, Roboto, g, g, 0.999, PASS
5480, Roboto, h, h, 0.942, PASS
5481, Roboto, i, i, 1.000, PASS
5482, Roboto, j, j, 1.000, PASS
5483, Roboto, k, k, 0.999, PASS
5484, Roboto, l, l, 0.814, PASS
5485, Roboto, m, m, 1.000, PASS
5486, Roboto, n, n, 0.991, PASS
5487, Roboto, o, o, 0.914, PASS
5488, Roboto, p, p, 0.973, PASS
5489, Roboto, q, q, 1.000, PASS
5490, Roboto, r, r, 0.999, PASS
5491, Roboto, s, s, 0.998, PASS
5492, Roboto, t, t, 0.993, PASS
5493, Roboto, u, u, 0.999, PASS
5494, Roboto, v, v, 1.000, PASS
5495, Roboto, w, w, 1.000, PASS
5496, Roboto, x, x, 0.999, PASS
5497, Roboto, y, y, 0.999, PASS
5498, Roboto, z, z, 0.999, PASS
5499, Roboto, !, !, 0.940, PASS
5500, Roboto, #, #, 1.000, PASS
5501, Roboto, $, $, 0.992, PASS
5502, Roboto, %, %, 0.974, PASS
5503, Roboto, &, &, 1.000, PASS
5504, Roboto, *, *, 1.000, PASS
5505, Roboto, +, +, 0.998, PASS
5506, Roboto, -, -, 1.000, PASS
5507, Roboto, 0, 0, 1.000, PASS
5508, Roboto, 1, 1, 0.977, PASS
5509, Roboto, 2, 2, 0.995, PASS
5510, Roboto, 3, 3, 0.999, PASS
5511, Roboto, 4, 4, 0.999, PASS
5512, Roboto, 5, 5, 1.000, PASS
5513, Roboto, 6, 6, 1.000, PASS
5514, Roboto, 7, 7, 1.000, PASS
5515, Roboto, 8, 8, 1.000, PASS
5516, Roboto, 9, 9, 0.992, PASS
5517, Roboto, <, <, 1.000, PASS
5518, Roboto, >, >, 1.000, PASS
5519, Roboto, ?, ?, 1.000, PASS
5520, Roboto, @, @, 1.000, PASS
5521, Roboto, A, A, 0.999, PASS
5522, Roboto, B, B, 0.884, PASS
5523, Roboto, C, C, 0.998, PASS
5524, Roboto, D, D, 0.977, PASS
5525, Roboto, E, E, 1.000, PASS
5526, Roboto, F, F, 0.999, PASS
5527, Roboto, G, G, 1.000, PASS
5528, Roboto, H, H, 1.000, PASS
5529, Roboto, I, I, 0.823, PASS
5530, Roboto, J, J, 0.997, PASS
5531, Roboto, K, K, 1.000, PASS
5532, Roboto, L, L, 0.995, PASS
5533, Roboto, M, M, 1.000, PASS
5534, Roboto, N, N, 1.000, PASS
5535, Roboto, O, O, 0.990, PASS
5536, Roboto, P, P, 1.000, PASS
5537, Roboto, Q, Q, 1.000, PASS
5538, Roboto, R, R, 0.996, PASS
5539, Roboto, S, S, 0.996, PASS
5540, Roboto, T, T, 0.989, PASS
5541, Roboto, U, U, 0.998, PASS
5542, Roboto, V, V, 1.000, PASS
5543, Roboto, W, W, 0.995, PASS
5544, Roboto, X, X, 0.880, PASS
5545, Roboto, Y, Y, 0.995, PASS
5546, Roboto, Z, Z, 0.978, PASS
5547, Roboto, a, a, 0.998, PASS
5548, Roboto, b, b, 1.000, PASS
5549, Roboto, c, c, 1.000, PASS
5550, Roboto, d, d, 0.999, PASS
5551, Roboto, e, e, 1.000, PASS
5552, Roboto, f, f, 0.981, PASS
5553, Roboto, g, g, 1.000, PASS
5554, Roboto, h, h, 0.997, PASS
5555, Roboto, i, i, 0.999, PASS
5556, Roboto, j, j, 0.998, PASS
5557, Roboto, k, k, 1.000, PASS
5558, Roboto, l, l, 0.845, PASS
5559, Roboto, m, m, 1.000, PASS
5560, Roboto, n, n, 0.988, PASS
5561, Roboto, o, o, 0.758, PASS
5562, Roboto, p, p, 0.911, PASS
5563, Roboto, q, q, 0.992, PASS
5564, Roboto, r, r, 0.985, PASS
5565, Roboto, s, s, 0.987, PASS
5566, Roboto, t, t, 0.984, PASS
5567, Roboto, u, u, 0.997, PASS
5568, Roboto, v, v, 1.000, PASS
5569, Roboto, w, w, 1.000, PASS
5570, Roboto, x, x, 0.999, PASS
5571, Roboto, y, y, 1.000, PASS
5572, Roboto, z, z, 0.967, PASS
5573, Roboto, !, !, 0.991, PASS
5574, Roboto, #, #, 1.000, PASS
5575, Roboto, $, $, 0.984, PASS
5576, Roboto, %, %, 1.000, PASS
5577, Roboto, &, &, 1.000, PASS
5578, Roboto, *, *, 1.000, PASS
5579, Roboto, +, +, 1.000, PASS
5580, Roboto, -, -, 1.000, PASS
5581, Roboto, 0, 0, 1.000, PASS
5582, Roboto, 1, 1, 0.979, PASS
5583, Roboto, 2, 2, 0.998, PASS
5584, Roboto, 3, 3, 0.996, PASS
5585, Roboto, 4, 4, 1.000, PASS
5586, Roboto, 5, 5, 1.000, PASS
5587, Roboto, 6, 6, 1.000, PASS
5588, Roboto, 7, 7, 0.993, PASS
5589, Roboto, 8, 8, 1.000, PASS
5590, Roboto, 9, 9, 1.000, PASS
5591, Roboto, <, <, 1.000, PASS
5592, Roboto, >, >, 1.000, PASS
5593, Roboto, ?, ?, 0.997, PASS
5594, Roboto, @, @, 1.000, PASS
5595, Roboto, A, A, 0.991, PASS
5596, Roboto, B, B, 0.999, PASS
5597, Roboto, C, C, 0.998, PASS
5598, Roboto, D, D, 1.000, PASS
5599, Roboto, E, E, 0.981, PASS
5600, Roboto, F, F, 1.000, PASS
5601, Roboto, G, G, 1.000, PASS
5602, Roboto, H, H, 1.000, PASS
5603, Roboto, l, I, 0.540, FAIL
5604, Roboto, J, J, 0.999, PASS
5605, Roboto, K, K, 1.000, PASS
5606, Roboto, L, L, 0.993, PASS
5607, Roboto, M, M, 1.000, PASS
5608, Roboto, N, N, 1.000, PASS
5609, Roboto, O, O, 0.960, PASS
5610, Roboto, P, P, 1.000, PASS
5611, Roboto, Q, Q, 1.000, PASS
5612, Roboto, R, R, 1.000, PASS
5613, Roboto, S, S, 0.993, PASS
5614, Roboto, T, T, 0.999, PASS
5615, Roboto, U, U, 0.990, PASS
5616, Roboto, V, V, 0.999, PASS
5617, Roboto, W, W, 0.998, PASS
5618, Roboto, X, X, 1.000, PASS
5619, Roboto, Y, Y, 0.994, PASS
5620, Roboto, Z, Z, 0.992, PASS
5621, Roboto, a, a, 0.999, PASS
5622, Roboto, b, b, 0.991, PASS
5623, Roboto, c, c, 1.000, PASS
5624, Roboto, d, d, 1.000, PASS
5625, Roboto, e, e, 1.000, PASS
5626, Roboto, f, f, 1.000, PASS
5627, Roboto, g, g, 1.000, PASS
5628, Roboto, h, h, 1.000, PASS
5629, Roboto, i, i, 1.000, PASS
5630, Roboto, j, j, 1.000, PASS
5631, Roboto, k, k, 1.000, PASS
5632, Roboto, l, l, 0.766, PASS
5633, Roboto, m, m, 1.000, PASS
5634, Roboto, n, n, 0.997, PASS
5635, Roboto, o, o, 1.000, PASS
5636, Roboto, p, p, 0.999, PASS
5637, Roboto, q, q, 1.000, PASS
5638, Roboto, r, r, 0.989, PASS
5639, Roboto, s, s, 1.000, PASS
5640, Roboto, t, t, 1.000, PASS
5641, Roboto, u, u, 1.000, PASS
5642, Roboto, v, v, 1.000, PASS
5643, Roboto, w, w, 1.000, PASS
5644, Roboto, x, x, 1.000, PASS
5645, Roboto, y, y, 1.000, PASS
5646, Roboto, z, z, 1.000, PASS
5647, Roboto, !, !, 1.000, PASS
5648, Roboto, #, #, 1.000, PASS
5649, Roboto, $, $, 1.000, PASS
5650, Roboto, %, %, 0.999, PASS
5651, Roboto, &, &, 1.000, PASS
5652, Roboto, *, *, 1.000, PASS
5653, Roboto, +, +, 1.000, PASS
5654, Roboto, -, -, 1.000, PASS
5655, Roboto, 0, 0, 1.000, PASS
5656, Roboto, 1, 1, 0.992, PASS
5657, Roboto, 2, 2, 1.000, PASS
5658, Roboto, 3, 3, 1.000, PASS
5659, Roboto, 4, 4, 1.000, PASS
5660, Roboto, 5, 5, 1.000, PASS
5661, Roboto, 6, 6, 1.000, PASS
5662, Roboto, 7, 7, 0.985, PASS
5663, Roboto, 8, 8, 1.000, PASS
5664, Roboto, 9, 9, 0.999, PASS
5665, Roboto, <, <, 1.000, PASS
5666, Roboto, >, >, 1.000, PASS
5667, Roboto, ?, ?, 1.000, PASS
5668, Roboto, @, @, 1.000, PASS
5669, Roboto, A, A, 1.000, PASS
5670, Roboto, B, B, 0.999, PASS
5671, Roboto, C, C, 0.999, PASS
5672, Roboto, D, D, 1.000, PASS
5673, Roboto, E, E, 1.000, PASS
5674, Roboto, F, F, 1.000, PASS
5675, Roboto, G, G, 1.000, PASS
5676, Roboto, H, H, 1.000, PASS
5677, Roboto, I, I, 0.975, PASS
5678, Roboto, J, J, 1.000, PASS
5679, Roboto, K, K, 1.000, PASS
5680, Roboto, L, L, 1.000, PASS
5681, Roboto, M, M, 1.000, PASS
5682, Roboto, N, N, 1.000, PASS
5683, Roboto, O, O, 0.885, PASS
5684, Roboto, P, P, 1.000, PASS
5685, Roboto, Q, Q, 0.999, PASS
5686, Roboto, R, R, 1.000, PASS
5687, Roboto, S, S, 0.993, PASS
5688, Roboto, T, T, 0.998, PASS
5689, Roboto, U, U, 0.999, PASS
5690, Roboto, V, V, 1.000, PASS
5691, Roboto, W, W, 0.998, PASS
5692, Roboto, X, X, 1.000, PASS
5693, Roboto, Y, Y, 1.000, PASS
5694, Roboto, Z, Z, 1.000, PASS
5695, Roboto, a, a, 0.999, PASS
5696, Roboto, b, b, 1.000, PASS
5697, Roboto, c, c, 1.000, PASS
5698, Roboto, d, d, 1.000, PASS
5699, Roboto, e, e, 0.747, PASS
5700, Roboto, f, f, 1.000, PASS
5701, Roboto, g, g, 1.000, PASS
5702, Roboto, h, h, 0.998, PASS
5703, Roboto, i, i, 1.000, PASS
5704, Roboto, j, j, 1.000, PASS
5705, Roboto, k, k, 1.000, PASS
5706, Roboto, l, l, 0.747, PASS
5707, Roboto, m, m, 1.000, PASS
5708, Roboto, n, n, 0.992, PASS
5709, Roboto, o, o, 0.998, PASS
5710, Roboto, p, p, 0.988, PASS
5711, Roboto, q, q, 1.000, PASS
5712, Roboto, r, r, 1.000, PASS
5713, Roboto, s, s, 1.000, PASS
5714, Roboto, t, t, 0.999, PASS
5715, Roboto, u, u, 1.000, PASS
5716, Roboto, v, v, 0.993, PASS
5717, Roboto, w, w, 1.000, PASS
5718, Roboto, x, x, 0.996, PASS
5719, Roboto, y, y, 1.000, PASS
5720, Roboto, z, z, 0.994, PASS
5721, Roboto, !, !, 1.000, PASS
5722, Roboto, #, #, 1.000, PASS
5723, Roboto, $, $, 0.999, PASS
5724, Roboto, %, %, 0.913, PASS
5725, Roboto, &, &, 1.000, PASS
5726, Roboto, *, *, 1.000, PASS
5727, Roboto, +, +, 1.000, PASS
5728, Roboto, -, -, 1.000, PASS
5729, Roboto, 0, 0, 1.000, PASS
5730, Roboto, 1, 1, 0.992, PASS
5731, Roboto, 2, 2, 1.000, PASS
5732, Roboto, 3, 3, 1.000, PASS
5733, Roboto, 4, 4, 1.000, PASS
5734, Roboto, 5, 5, 1.000, PASS
5735, Roboto, 6, 6, 1.000, PASS
5736, Roboto, 7, 7, 1.000, PASS
5737, Roboto, 8, 8, 1.000, PASS
5738, Roboto, 9, 9, 0.994, PASS
5739, Roboto, <, <, 1.000, PASS
5740, Roboto, >, >, 0.994, PASS
5741, Roboto, ?, ?, 1.000, PASS
5742, Roboto, @, @, 1.000, PASS
5743, Roboto, A, A, 1.000, PASS
5744, Roboto, B, B, 0.971, PASS
5745, Roboto, C, C, 1.000, PASS
5746, Roboto, D, D, 0.993, PASS
5747, Roboto, E, E, 1.000, PASS
5748, Roboto, F, F, 0.999, PASS
5749, Roboto, G, G, 1.000, PASS
5750, Roboto, H, H, 1.000, PASS
5751, Roboto, I, I, 0.909, PASS
5752, Roboto, J, J, 1.000, PASS
5753, Roboto, K, K, 0.997, PASS
5754, Roboto, L, L, 1.000, PASS
5755, Roboto, M, M, 0.998, PASS
5756, Roboto, N, N, 1.000, PASS
5757, Roboto, O, O, 0.968, PASS
5758, Roboto, P, P, 1.000, PASS
5759, Roboto, Q, Q, 1.000, PASS
5760, Roboto, R, R, 0.999, PASS
5761, Roboto, S, S, 0.998, PASS
5762, Roboto, T, T, 0.998, PASS
5763, Roboto, U, U, 1.000, PASS
5764, Roboto, V, V, 0.983, PASS
5765, Roboto, W, W, 1.000, PASS
5766, Roboto, X, X, 0.996, PASS
5767, Roboto, Y, Y, 0.828, PASS
5768, Roboto, Z, Z, 0.998, PASS
5769, Roboto, a, a, 0.748, PASS
5770, Roboto, b, b, 0.999, PASS
5771, Roboto, c, c, 1.000, PASS
5772, Roboto, d, d, 0.999, PASS
5773, Roboto, e, e, 1.000, PASS
5774, Roboto, f, f, 0.975, PASS
5775, Roboto, g, g, 1.000, PASS
5776, Roboto, h, h, 1.000, PASS
5777, Roboto, i, i, 1.000, PASS
5778, Roboto, j, j, 1.000, PASS
5779, Roboto, k, k, 1.000, PASS
5780, Roboto, l, l, 0.610, PASS
5781, Roboto, m, m, 1.000, PASS
5782, Roboto, n, n, 0.998, PASS
5783, Roboto, o, o, 0.999, PASS
5784, Roboto, p, p, 0.954, PASS
5785, Roboto, q, q, 1.000, PASS
5786, Roboto, r, r, 1.000, PASS
5787, Roboto, s, s, 1.000, PASS
5788, Roboto, t, t, 0.999, PASS
5789, Roboto, u, u, 1.000, PASS
5790, Roboto, v, v, 1.000, PASS
5791, Roboto, w, w, 1.000, PASS
5792, Roboto, x, x, 1.000, PASS
5793, Roboto, y, y, 1.000, PASS
5794, Roboto, z, z, 0.988, PASS
5795, Roboto, !, !, 1.000, PASS
5796, Roboto, #, #, 1.000, PASS
5797, Roboto, $, $, 0.998, PASS
5798, Roboto, %, %, 1.000, PASS
5799, Roboto, &, &, 1.000, PASS
5800, Roboto, *, *, 1.000, PASS
5801, Roboto, +, +, 1.000, PASS
5802, Roboto, -, -, 1.000, PASS
5803, Roboto, 0, 0, 1.000, PASS
5804, Roboto, 1, 1, 0.961, PASS
5805, Roboto, 2, 2, 0.999, PASS
5806, Roboto, 3, 3, 1.000, PASS
5807, Roboto, 4, 4, 1.000, PASS
5808, Roboto, 5, 5, 1.000, PASS
5809, Roboto, 6, 6, 1.000, PASS
5810, Roboto, 7, 7, 0.998, PASS
5811, Roboto, 8, 8, 1.000, PASS
5812, Roboto, 9, 9, 1.000, PASS
5813, Roboto, <, <, 1.000, PASS
5814, Roboto, >, >, 1.000, PASS
5815, Roboto, ?, ?, 1.000, PASS
5816, Roboto, @, @, 1.000, PASS
5817, Roboto, A, A, 0.998, PASS
5818, Roboto, B, B, 1.000, PASS
5819, Roboto, C, C, 0.999, PASS
5820, Roboto, D, D, 1.000, PASS
5821, Roboto, E, E, 1.000, PASS
5822, Roboto, F, F, 1.000, PASS
5823, Roboto, G, G, 1.000, PASS
5824, Roboto, H, H, 1.000, PASS
5825, Roboto, I, I, 0.723, PASS
5826, Roboto, J, J, 1.000, PASS
5827, Roboto, K, K, 1.000, PASS
5828, Roboto, L, L, 1.000, PASS
5829, Roboto, M, M, 1.000, PASS
5830, Roboto, N, N, 1.000, PASS
5831, Roboto, O, O, 0.981, PASS
5832, Roboto, P, P, 1.000, PASS
5833, Roboto, Q, Q, 1.000, PASS
5834, Roboto, R, R, 1.000, PASS
5835, Roboto, S, S, 0.999, PASS
5836, Roboto, T, T, 1.000, PASS
5837, Roboto, U, U, 0.999, PASS
5838, Roboto, V, V, 1.000, PASS
5839, Roboto, W, W, 0.998, PASS
5840, Roboto, X, X, 1.000, PASS
5841, Roboto, Y, Y, 0.999, PASS
5842, Roboto, Z, Z, 0.999, PASS
5843, Roboto, a, a, 1.000, PASS
5844, Roboto, b, b, 0.921, PASS
5845, Roboto, c, c, 1.000, PASS
5846, Roboto, d, d, 1.000, PASS
5847, Roboto, e, e, 1.000, PASS
5848, Roboto, f, f, 1.000, PASS
5849, Roboto, g, g, 1.000, PASS
5850, Roboto, h, h, 1.000, PASS
5851, Roboto, i, i, 1.000, PASS
5852, Roboto, j, j, 1.000, PASS
5853, Roboto, k, k, 1.000, PASS
5854, Roboto, l, l, 0.942, PASS
5855, Roboto, m, m, 1.000, PASS
5856, Roboto, n, n, 1.000, PASS
5857, Roboto, o, o, 1.000, PASS
5858, Roboto, p, p, 1.000, PASS
5859, Roboto, q, q, 1.000, PASS
5860, Roboto, r, r, 0.956, PASS
5861, Roboto, s, s, 1.000, PASS
5862, Roboto, t, t, 1.000, PASS
5863, Roboto, u, u, 1.000, PASS
5864, Roboto, v, v, 1.000, PASS
5865, Roboto, w, w, 1.000, PASS
5866, Roboto, x, x, 1.000, PASS
5867, Roboto, y, y, 1.000, PASS
5868, Roboto, z, z, 1.000, PASS
5869, Roboto, !, !, 1.000, PASS
5870, Roboto, #, #, 1.000, PASS
5871, Roboto, $, $, 1.000, PASS
5872, Roboto, %, %, 1.000, PASS
5873, Roboto, &, &, 1.000, PASS
5874, Roboto, *, *, 1.000, PASS
5875, Roboto, +, +, 1.000, PASS
5876, Roboto, -, -, 1.000, PASS
5877, Roboto, 0, 0, 1.000, PASS
5878, Roboto, 1, 1, 0.989, PASS
5879, Roboto, 2, 2, 1.000, PASS
5880, Roboto, 3, 3, 1.000, PASS
5881, Roboto, 4, 4, 1.000, PASS
